"nama","waktu","ulasan"
"Hafis Royan","8 bulan lalu","Tmptnya bagusss super dinginn dan bau kawah nya sangat menyengat tpi asik"
"Akhbar Nasution","8 bulan lalu","Good✨✨"
"Andy Noveri","8 bulan lalu",""
"Dedeh S","8 bulan lalu","tempatnya sejuk
nyaman
banyak spot foto bagus …"
"Arrasyid Dzahwan","8 bulan lalu","Follow the steps of the story. JPTB 23"
"Akila Ekanayake","8 bulan lalu","An amazing view and experience. Easy to reach and worth the travel"
"achmad23","8 bulan lalu","Bagus tempatnya"
"ERIC TRIPUTRA WITONO","8 bulan lalu","Tempat yang paling rame tapi worthed harus dicoba bagi para penjelajah alam. Dan untuk cost perorangan karna datangnya hari minggu total 80k (30k biaya masuk + 25x2 utk PP naik motor buat jalan menuju puncaknya dan keliling.. Jadi totalan …"
"Nazwa Adelia Ramadhani","8 bulan lalu",""
"Muamar Supriatna","8 bulan lalu","Amazing,"
"Ghaffarr Alfariz","8 bulan lalu","Salah satu maha karya ciptaan tuhan yang bagus.
Tempatnya bagus dan pedagang disana juga ramah terkadang ada juga pedagang yang menawarkan foto gratis menggunakan hp kita. Namun hawanya sudah tak sedingin jaman dulu , mungkin efek pemanasan global"
"Bagastira","8 bulan lalu","Suasana nya enak buat healing, cmn klo weekend penuh bgt"
"Kaguya","8 bulan lalu",""
"JAVA EXPLORER","8 bulan lalu","Enjoyable"
"Pijet reflexsi anto","8 bulan lalu","Dingin jadi sahdu"
"Toto Azam","8 bulan lalu","Terimakasih"
"Revan","8 bulan lalu",""
"Ira Manis","8 bulan lalu",""
"Sigied Himawan Yudhanto, M.Sn.","8 bulan lalu","Pernah kesini sama bapak Muhammad Nasir., ST. MT dai Politeknik Negeri Lhokseumawe dalam rangka plesiran"
"Billy AN","8 bulan lalu",""
"Arief Luqman","8 bulan lalu","secara umum pengelolaan nya sudah bagus, harga tiket juga wajar. tapi hati-hati msh banyak calo berkeliaran. pastikan beli tiket resmi di loket yang tersedi"
"Rikko Kurniawan","8 bulan lalu","TWA ini sangat sangat bagus"
"Mr. Amir","8 bulan lalu","Kendaraan bermotor dapat langsung menanjak ke dekat puncak kawah."
"Sanghee Lee","8 bulan lalu",""
"Suholid Haryono","8 bulan lalu",""
"Juli Efri","8 bulan lalu","Mantap pokok.. Nya dach.."
"anstrias","8 bulan lalu",""
"Derek Jones - D Rex","8 bulan lalu","Stayed in Bandung and used my MTB to cycle to the crater at the top and was not disappointed. Fantastic views on a very clear sunny day. Many views to take in, lots of items to buy if you want and facilities to eat and drink many foods and beverages."
"Ricky Ashari","8 bulan lalu","Kemarin padahal udah deket tapi ga jadi kesini dehh"
"kocak chenel","8 bulan lalu","Kosnya bersih nyaman aman tentram"
"Emi Rambe","8 bulan lalu","Alhamdulillah, kesampaian juga ke gunung Tangkuban Parahu akhirnya terwujud, cuaca mendukung, cerah sejuk,
10 Mei 2024"
"쌤","8 bulan lalu",""
"Upang Tan","8 bulan lalu","Sebenarnya tempatnya bagus dibiarkan alami saja.
Patung patung dan hiasan di tembok disana malah menjadi nilai minus krn bentuknya tidak mirip (cenderung jelek). …"
"Arman Said","8 bulan lalu","Cukup indah dan dingin, hanya saja sering tertutup kabut. Pedagang di sekitar cukup ramah dan sedia untu menunjukan spot foto dan gaya serta pose terbaik. Ada fotografer yg langsung bisa cetak juga, cukup bayar 20 ribu untuk sekali foto, …"
"Muhammad Saparudin","8 bulan lalu",""
"anto suryanto","8 bulan lalu","Untuk tempatnya, vibesnya dan pengalamannya dah ga bisa diragukan lagi.
Best of the best pokoknya mah!!
Kereeeennn!! …"
"Chintyaa`","8 bulan lalu","Tempatnya indahh"
"M.Fajar “Mr.Simple” Rizki","8 bulan lalu","Akses jalan bagus, tapi kecewanya sudah bayar parkir ini ada pungli parkir juga dan hati modus penjual gelang yang mau fotoin ya 😄 …"
"Aditya Krisnadi","9 bulan lalu","Magical, this place full of beauty from the scenery and the people. Jarak dari gerbang depan masih cukup jauh untuk sampai kawah. Melewati jalan menanjak,  hutan yang dingin, lembab dan berkabut. Sesampainya di kawah kondisi saat itu cukup cerah tapi setelah itu berkabut dan hujan. Tiket masuk 1 motor 1 orang total 48 ribu rupiah."
"Ruben Vincentius","9 bulan lalu","Good"
"sony herpradjoko","9 bulan lalu","Tempat dan suasana di tangkuban perahu sangat luar biasa buat saya. Dan sangat mendukung sekali buat penyegaran jasmani dan rohani kita. Pokoknya tiada duanya dech."
"hari setiawan","9 bulan lalu","Mantap sesuai pkkny recomend"
"Febie Andriani","9 bulan lalu","Tempat legend, dari jaman kecil, sekarang tambah keren karna lebih rapi, cocok banget buat wisata keluarga atau temen temen, dr luar kota jg cocok, karna sekitaran tangkuban perahu banyak tempat wisata lainnya"
"layni layni hayaton","9 bulan lalu","Bagus bnget 😘🥰🥰😘 bakalan balik lagi …"
"Ardhan","9 bulan lalu",""
"Jacqueline Pangestiningtyas","9 bulan lalu","tempat yg oke bgt buat nikmati pemandangan alam dan mensyukuri ciptaan tuhan, tempat asik buat pacaran juga kumpul bareng temen. banyak hal udah kejadian di sini mulai dari foto prewed, jadian sama pacar bahkan sampe bencana gunung meletus …"
"Ari Faturahman","9 bulan lalu","Luar biasa sekali tempat ny"
"Dwi Prasetyo Buntoro","9 bulan lalu","Pas datang langsung disambut udara yang segar dan sejuk.. mantap pokoknya"
"Noer Rohim","9 bulan lalu","adem tempatnya, udah pasti bau belerang"
"Nasru Nasrullah (Nasru)","9 bulan lalu",""
"Ismi Melawati","9 bulan lalu",""
"Epri Lestari","9 bulan lalu",""
"Daffa Zuhdi Naufal","9 bulan lalu",""
"Neneng Junengsih","9 bulan lalu","Nice view,nyampe ke sana jam 1 tp msh berkabut. Pastikan bawa masker ya ,kalo tdk kita di suruh beli dgn harga 5000/piece. Tiket masuk,kita sekeluarga 4 orang dgn mobil di kenai 155rb. Saya pikir memang harganya segitu salah saya juga tidak …"
"Viola Vie","9 bulan lalu","Terlalu banyak pedagang dan jasa yg bikin risih dan gak nyaman bisa lebih di tertibkan lagi krn untuk tiket yg lumayan mahal gak sebanding dng kenyamanan tempat wisata nya"
"Special Projek","9 bulan lalu",""
"Yolanda Sanjaya","9 bulan lalu","Saran aku bawa masker sendiri biar gausah beli disana dan bawa jaket jaga² kalau hujan. Mending berangkat siang hari biar kawahnya keliatan kalau sore takutnya ujan jadi ketutup view nya."
"Adiwiyata Wahyu Saputra","9 bulan lalu","tempat bagus, ada masjid"
"chelsy arona","9 bulan lalu","Ini mungkin di Tangkuban Parahu Bandung Jawa Barat, kabut memang dingin cuacanya dan belerang tidak begitu menyengat. Aku merasa ingin mencoba memposting foto ini diambil saat di Tangkuban Parahu Bandung Jawa Barat"
"Lyn 1976","9 bulan lalu","Tempat nya bagus tapi sayang pas kesana belom sampai 30 menit langsung datang kabut"
"Ulil Pg","9 bulan lalu","The best pokoknya, salam dari Aceh"
"Shilva Monica","9 bulan lalu","Kesini pertama kalinya. Bagus banget pemandangannya ya Allah"
"S R","9 bulan lalu","Perjalanan melewati hutan menuju kawah dan pemandangan kawah sungguh fantastis. Anda bisa berjalan mengelilingi kawah melalui jalan setapak dan tangga. Ditata dengan sangat baik. …"
"Hartfi Wenas","9 bulan lalu","Banyak getok harga"
"Julita Manurung","9 bulan lalu","Pertama kali datang kesini, viewnya bener bener bagus. Meskipun ramai pengunjung kita tetap bisa foto foto kece disini karna orang Bandung tuh baik banget apalagi kalo tau kt bukan asli orang situ mah langsung diizinin buat foto dan ambil …"
"Suyanto Hadi pramono","9 bulan lalu","Recomended bagi yang mau ngadem & suka haiking"
"FF_ SHOT","9 bulan lalu","dll."
"farooq yehya","9 bulan lalu","Worth visiting this place"
"Juan Ling","9 bulan lalu","While this place is magnificent it charges 10 times the price of entry for tourist compared to local. Which is still fine until you are inside which the local stuff will try to hardsell you stuffs inside which have exorbitant starting from …"
"dimas nugy","9 bulan lalu","Ramai, dan aroma belerang cukup kuat.. direkomendasikan pakai masker"
"Just Gery Haend","9 bulan lalu",""
"mr bando50 (mr,bando50)","9 bulan lalu","👍👍👍 …"
"Nur Cholis","9 bulan lalu","Jossss"
"Moch Arpin","9 bulan lalu","Udara pegunungan yg sejuk cocok utk refres dari rutinitas kota yg cenderung panas"
"Tabea Franziska","9 bulan lalu","High price for foreign tourist! But still super nice - especially the tour down to the Upas crater with the guide Ayi was amazing!
Only 4 stars due to the high entrance price"
"Ricky Tjiam","9 bulan lalu","Bandung selalu punya magnet, untuk menarik kembali ke kota ini, salah satu tempatnya adalah tangkuban perahu, tempat yang sejuk, udara yang masih asri, membuat berah disinih."
"Bocil","9 bulan lalu",""
"Rayhan N. R.","9 bulan lalu","gue dateng ke sini ketika weekend dengan tiket seharga 30k + 4k parkir, harga yang masih bisa gue toleransi sih. akses ke sana mudah, jalannya halus dan dikelilingi banyak pohon jadi sejuk deh. agak jauh dikit dari pintu masuk kita juga …"
"Kenshi aryo","9 bulan lalu","Tempat sejuk dan deket dari tempat wisata lainnya, jadi satu hari bisa muter muter, parkiran juga luas di pinggiran kawah nya"
"John W","9 bulan lalu","for the japanese couple that have visited this site today, i think you might like this photo :)"
"أبو زياد","9 bulan lalu","Berjalan kaki satu jam di ruang kosong dan tidak ada yang sepadan. Hati-hati dengan pedagang kaki lima. Ada penipuan. Hati-hati dengan air panas. Jalan kaki 20 menit mengenai kejantanan saya dan tempatnya kotor dan penuh kuman."
"Daffa Raflie Azriel","9 bulan lalu","Sejuk, Nyaman, Dingin, Pemandangan Estetik menyatu dengan flora"
"Detalia Paradita","9 bulan lalu","Dingin yang lezat"
"Rijal Fahrowi","9 bulan lalu",""
"Joe Arrasyid","9 bulan lalu",""
"Reni Sila","9 bulan lalu",""
"faizal","9 bulan lalu",""
"Sumarno Ag","9 bulan lalu","Tetap indah exotic dan ramai"
"Asti Rhima Julita","9 bulan lalu","Kesana awal 2023,tiket masuk 30rb/orang,tiket parkir mobil 15rb.
Terus ditawarin jasa foto sm pedagang,orangnya ramah hasil foto juga Ok.pas selesai foto2 niatnya mau kasih tips karena udah difotoin tapi orgnya gak mau mlah …"
"YujaZeroToHero Radiator","9 bulan lalu","Fotografer nya sangat ramah dan bisa dijadikan pemandu wisata, sayangnya saya ditipu oleh penjual strawberry"
"Eka Suryatna","9 bulan lalu","Nice view"
"BINSAR EDWARD NICKSON SINAGA","9 bulan lalu",""
"Idris Hidayattuloh (Hyday)","9 bulan lalu","can't comment much. this place is very beautiful."
"周久人","9 bulan lalu","Tiketnya sangat mahal
300.000 untuk orang asing
Apakah ada emas di tanah?"
"斗罗大陆","9 bulan lalu","💥Harap diperhatikan bahwa tiket untuk orang asing 💥10 kali lebih mahal😭 💥10 kali lipat. Dibutuhkan waktu kurang dari 15 menit untuk mengunjungi tempat itu. Jika banyak kabut, tidak ada yang bisa dilihat di markas. …"
"Selamet Setiawan","9 bulan lalu","👍👍👍👍👍 …"
"MHerfi Hibatullah","9 bulan lalu","Verry expensive lah, never coming back"
"Andi Lim","9 bulan lalu","Amazing scenery.

Paid Rp65,000. Unfortunately, if you're a foreigner you have to pay Rp300k. …"
"Hendy 22","9 bulan lalu",""
"S Jin","9 bulan lalu","Saya pergi jauh-jauh ke Bandung tapi tidak pergi ke gunung berapi ini karena mereka bilang akan mengenakan tarif kepada orang asing 10 kali lipat. Mereka menipu masyarakat Indonesia, tapi pemerintah juga menipu mereka. Negara kita perlu …"
"Rifai Lestaluhu","9 bulan lalu","Maaf saya kasih bintang 1 karna okmum yang memaksa membeli masker 10rb. Padahal kita bawa masker sendiri"
"SHR","9 bulan lalu","Jalan² ke bandung, destinasi fav yg ga boleh dilewatkatkan.. sudah byk perubahan. Dulu kesini tahun 2008 skrg Uda tahun 2024.. Tapi tetap aja view nya bagus dan udaranya cukup sejuk"
"Novelia Zhra","10 bulan lalu",""
"Tinton Lauda","10 bulan lalu","Banyak yg menawarkan bantuan untuk menjadi fotografer dan penata gaya pribadi dan ujung2 nya menawarkan dagangan dengan harga yg mahal dr pasaran"
"Dian","10 bulan lalu","For all foreign tourists, please be careful, here there are many fraudsters who offer tour guide services and then after that they extort your money.."
"Niken Zeliana20","10 bulan lalu","Cuacanya kurang mendukung pas kesini"
"Артём","10 bulan lalu",""
"Win Unthai","10 bulan lalu","Cuacanya sejuk. Saya sangat menyukai suasananya."
"Ardinyasah","10 bulan lalu","Mekanik malm"
"Soowon Paek","10 bulan lalu","Harga untuk bule tanpa Kitas 200.000, 10 kali lipat dari harga lokal (weekdays, +100.000 di weekend). Kurang asiknya bayar harga segini."
"Nena Novilah","10 bulan lalu","Weekend untuk tiket 30k/org, motor 14500.
Kuasa Allah ya, pandangannya indah bgt. Untuk yg hidungnya sensitif bawa masker soalnya lumayan bau disana. Mas mas yg kalo nawarin mau fotoin secara gratis, …"
"Ira Santa","10 bulan lalu","Pas dtng ujan gede banget. Maksa pgn keatas yaudah naik adem sih suasananya. Sukakk✨"
"Pratama Suhandi","10 bulan lalu","Kalo mau kesini siapin masker ya, kaloudah jam 10-12 bau belerangnya sangat kecium jadi hati-hati"
"RichAl _AL","10 bulan lalu","Sebenarnya tempat wisatanya Keren dan Iconic, cuman ada beberapa hal yang kurang menyenangkan saat berkunjung di tempet Iconic 'Tangkuban Perahu' ini., …"
"Mardian Aris Sutomo","10 bulan lalu","Udara nya segar, jalannya bagus dan banyak rambu tanda peringatan di sepanjang jalan untuk kepentingan dan keselamatan berkendara, tapi sayang sebelum pintu tiket masuk ada yg menjual masker 2 buah seharga 10 ribu, dan setiap pengendara …"
"Budhi Yo","10 bulan lalu","Tempat yg syahdu utk refresh oxigen"
"Ari Doang","10 bulan lalu",""
"056 Mayyada Shafira SK2B","10 bulan lalu","Direkomendasikan memakai masker karena ada aroma belerang dan memakai pakaian tebal atau jaket karena suhunya lumayan dingin. …"
"VAC workshop (workshop)","10 bulan lalu",""
"Erna Gustiari","10 bulan lalu","Rekomendasi buat liburan keluarga, tempatnya sejuk nyaman....."
"Shakilla Subhan","10 bulan lalu","Bagus... Jalurnya mantap... Ati2 yg belum lihai mengendara... Kalo ujan jalan licin... Tapi puas dengan keindahan alamnya..."
"eko sulistiyono","10 bulan lalu","Asri sejuk nyaman untuk di kunjungi area parkir luas.."
"Destina Fitriani","10 bulan lalu","Tukang parkirnya bad attitude, lebih beretika yang jualan! Selebihnya tempatnya bagus"
"Kayla Regina Putri","10 bulan lalu","Refreshing bareng keluarga,,sewa tiket dibawah dkt parkiran buat istirahat, enak kalo sore,dingin,.keluar kabut"
"Citra Panca Warni","10 bulan lalu","Pengalaman pertama bersama keluarga kecilku ke TWA Gunung Tangkuban Parahu. Luar biasa masyaallah. Alhamdulillah"
"Nia permatayusti","10 bulan lalu","Tempat wisata yg lumayan terjangkau harganya,hanya saja ada penjual masker yg mewajibkan harus beli di pintu gerbang.. Jdi diusahakan pake masker ya biar bebas pungli masker. Untuk toilet kayanya perlu sedikit di perhatikan.. Selain itu semuanya oke oke saja... Yuuu datang dan nikmati kebesaran sang Maha pencipta..."
"Chika Ramadhani","10 bulan lalu","Enak suasananya nyaman sejuk"
"Ajat Sudrajat (Adjedoang)","10 bulan lalu","Setelah Sekian lama, lebaran 1445 H bisa kembali ke sini dan menikmati keindahan nya"
"Nadin Dheva","10 bulan lalu",""
"Tjun Fat Sjarijo","10 bulan lalu",""
"dede satria 27","10 bulan lalu",""
"Wince 567","10 bulan lalu","Tempat yang dari dahulu kala jadi hal yang menarik untuk di kunjungi dan tidak pernah berubah untuk area kawahnya selalu jadi hal yang utama untuk di kunjungi kalau pas ke bandung daerah lembangnya dan sekarang makin banyak tempat tempat …"
"Andi K","10 bulan lalu",""
"Suproyo Loup","10 bulan lalu",""
"Om Jejo","10 bulan lalu","Baguuss"
"Gidion Lumowa","10 bulan lalu","Bro coba aja pake pakaian yang biasa² aja. Dari security atau yang lainnya pada sinis semua 🤣 gua pake koloran sama pake sendal jepit memang sih gada yg maksa nawar²in apapun cuma tatapan nya kaya yg merendahkan. Apalagi security yg jaga di …"
"Euis Yani","10 bulan lalu",""
"Fir Oficial","10 bulan lalu","Kerenn"
"Steve Prada","10 bulan lalu","entrance ticket is too expensive.  The Indonesian government should pay attention to this so that it can attract tourists to visit.  300,000 IDR per person is very unreasonable"
"Nam Tran","10 bulan lalu","Disgusting expensive for tourists. Don't go there, it is not worthy."
"Kevin Yang","10 bulan lalu","Good weather, wonderful view. Suggest to come earlier."
"Darco Lado","10 bulan lalu","Tempat bagus seklai"
"Rian Wibawa","10 bulan lalu","Ke gunung Tangkuban Parahu via jalur lorong lumut sangat mengasyikan dan syahdu, solo hiking sambil ngabuburide tidak merasa haus karna hutan tropis jaya giri sangat dingin dan sejuk.... Bomber Adventure"
"Rio Wawir","10 bulan lalu","Alhamdulillah bisa menikmati Keindahan alam semesta sungguh ini adalah kebesaran Tuhan Allah swt"
"Keith T","10 bulan lalu","Amazing crater but the price is too expensive for foreigners at 300k IDR! Spent less than 30 mins here."
"Didi Sumardi","10 bulan lalu","Turunkan harga tiket masuknya"
"Alyssa Marn","10 bulan lalu","I gave a 2 stars because of the volunteers / sellers. They swarmed you like bees the moment you get off the car. No chance to be left alone. Self appointed themselves to help take your photographs. Guided you through the poses, mentioned …"
"Parhan Balfas","10 bulan lalu",""
"Csetiawan Setiawan","10 bulan lalu",""
"orang kemaren","11 bulan lalu","Sama teman teman"
"Ellys Panjaitan","11 bulan lalu","Tidak ada fasilitas umum seperti toilet disediakan GRATIS utk pengunjung padahal tempat wisata umum yg berbayar tiket masuk .Terlalu banyak pedagang yg juga mendekati menawarkan barang dagangnya dan juga pedagangnya banyak dipinggiran pagar jadi utk foto sedikit susah biar dapat view pemadangan tidak banyak orang."
"muhammad reza","11 bulan lalu","Wisata alam yang sangat menenangkan, tempat legend yang penuh dengan cerita, indah dan wajib dikunjungi jika datang ke bandung dan mau liburan ke lembang"
"Giondo Putro","11 bulan lalu","Adem"
"Muhammad rafis Adinata","11 bulan lalu","Pertama kali ke sini ya Allah pemandangan masyallah banget bagus banget soalnya pengalaman paling asik pas naik ontang anting sih menurut ku oleng oleng 😭😭😂 …"
"Sohir Sogirin (Sohir)","11 bulan lalu","Tempatnya keren"
"Amalia Tri Wahyuni","11 bulan lalu","Udah 10 tahunan ga kesini dan ga banyak perubahan."
"Yofie Ziddan Ilmi","11 bulan lalu","Kesini pertama kali memang diluar ekspetasi sekali. Gunung tangkubang perahu memang sepopuler dengan kawah ratu nya. Perjalanan ke puncak kawahnya memakai mobil yang terbuka utk menuju ke atas. Jadi dekat situ banyak yg menjual baju, oleh2 …"
"Bambang Sugianto","11 bulan lalu",""
"Rigan Ilham","11 bulan lalu",""
"aNa aLfatiya","11 bulan lalu","Came here at the raining season and very early, 8 a.m already came to this place, and at that time the weather was very cold and the wind was very strong.  But after 11 a.m the wind was getting low and the sun was bright, thankfully. …"
"Dzaky Muhammad","11 bulan lalu",""
"Kp Sanusi","11 bulan lalu","Sangat menyenangkan"
"Debra Gemilang","11 bulan lalu",""
"Soach","11 bulan lalu","good mountain"
"Hersi","11 bulan lalu","Toillet masih bayar 2000,padahal sudah bayar tiket masuk 30 ribu di hari weekend..
Pak/bu manajemen...emang masih kurang uang masuk segitu, sampe sampe toilet aja di pungli.."
"Alam Syah","11 bulan lalu","👍👍👍 …"
"Aulia Rihada","11 bulan lalu",""
"TEGUH PRAS_OJO","11 bulan lalu","Suasana Sejuk dan Asri dengan Hutan yang lebat. Memberikan pengalaman kepada anak anak melihat kawah Gunung Aktif."
"Soedarsih _17","11 bulan lalu",""
"Zevi321 Ez-","11 bulan lalu","Sangat bagus dan asri
Jangan lupa bawa masker sebelum masuk area wisata"
"M.Rokhil I.F.","11 bulan lalu","Banyak cewek cantik"
"UMJ-Trans","11 bulan lalu",""
"Kusnadi Kusnadi","11 bulan lalu",""
"koko budiyanto","11 bulan lalu","Moga2 suatu saat bisa kezitu"
"Aldito Askha","11 bulan lalu",""
"Kania Iradatya","11 bulan lalu",""
"TOMY","11 bulan lalu","Tmpt nya asyik buat liburan"
"Johan","11 bulan lalu",""
"fajar gito","11 bulan lalu","Tempatnya adem dan sangat eksotis untuk foto"""
"Ali Fana Agustiana (Ali fana Agustiana)","setahun lalu",""
"The Pottez","setahun lalu","Baguss bawa orang tour ke sana suasana mantap"
"Gita Valentina","setahun lalu","Tempat rekreasi gunung Tangkuban perahu ini memberikan pemandangan yang sangat indah serta luas dalam cakupan wilayah wisata, kita bisa melihat kawah, berbelanja dengan kualitas UMKM yang baik serta akses terhadap lokasi pun sangat mudah."
"Fitri Wardana","setahun lalu","Dingin bgt kalo lama lama di sana hehe tapi kayanya kalo untuk di datangi berkali kali mungkin bosan sih karna ya cuma liat kawah aja di bawah tapi gpp ilang in rasa penasaran. Cocok untuk wisata keluarga"
"Muhammad Denisadewa","setahun lalu",""
"Anisa 83","setahun lalu",""
"Fajar Ramadhan","setahun lalu","Suasana nya enak buat liburan, sip. Buat yang mau kesini saya saranin datang waktu pagi, soalnya kalo siangan bakal banyak pengunjung"
"Raman Danu","setahun lalu","Pengalaman wisata di Gunung Tangkuban Parahu sungguh menakjubkan. Menyaksikan keindahan kawah yang berisi belerang serta pemandangan alam yang mempesona dari atas gunung memberikan pengalaman yang luar biasa. Saya juga menikmati …"
"novie parulianto","setahun lalu","Indah , tapi banyak pedagang asongan"
"By Afif","setahun lalu",""
"Harizky Bagus Saputra","setahun lalu","Bagus buat rekreasi"
"Yunus Ajah","setahun lalu",""
"Dinda Afianti","setahun lalu","Great view"
"Prajwalita Pitaloka","setahun lalu","Worth-it main kesini. Berdua naik mobil bayar 95ribu udah termasuk parkir. View-nya bagussss bangettt.
Disini banyak banget pedagang yang nawarin jualan, cukup tolak baik2 kalau memang gak mau beli. Mereka gak maksa sampe ngikutin wisatawan, jd gak mengganggu."
"Fadly Zonk","setahun lalu","Wisata alam yang suka tempat tempat dingin"
"Riady Dwi Satrio","setahun lalu",""
"Sofi Dwi","setahun lalu",""
"Cindy Laksita","setahun lalu","Wisata Bandung yg sangat populer. Pertama kali kesini dapet pemandangan yg cerah, jd ga rugi. …"
