"nama","waktu","ulasan"
"ANGGRAENI KUSUMA DEWI","3 bulan lalu","Tempatnya luas nyaman buat piknik keluarga. Disini kalian bisa menyewa baju dari berbagai negara sewa baju mulai dari 50 ribu. Terus bisa naik gondola kalau kalian capek kelilingharganya murah banget. Ada banyak spot foto yang menarik"
"ghozali ahmad","3 bulan lalu","Sejuk"
"debi pie","4 bulan lalu",""
"Agung Pramudhita","4 bulan lalu","Nice cheap place to walk around and take selfies.

But the food that I've tried there is not that good, and the juice that we've …"
"Iyan Ashegaf","4 bulan lalu",""
"Siti Sulastri","4 bulan lalu",""
"Candra","4 bulan lalu",""
"A.N.R 174","4 bulan lalu",""
"yudi krisna","4 bulan lalu","Seru. Kostum lengkap. Background Bagus."
"Novi Lusi Fitriana Alwi","4 bulan lalu","Ikut rombongan sekolah jadi mungkin kurang explore ke semua tempat"
"R. Q.","4 bulan lalu","Suka"
"IBM MAHARDIKA","4 bulan lalu",""
"David Aryanto","4 bulan lalu","View beberapa negara di asia,tersedia dgn detail.HTM 50k weekday.
Ramah semua pegawai di TGAA🙏🏼👍🏾 …"
"Surya Dermawanto","4 bulan lalu","Bagus"
"Hendri Jambi","4 bulan lalu",""
"F. Z.","4 bulan lalu","Good place to go, tapi semua petugas di pintu paling utama, petugas tiket sampai satpam semuanya tidak ramah. Heran, padahal di pintu paling depan seharusnya SOP sapa senyum kan wajib ya, ini acuh tak acuh mau pelanggan datang maupun …"
"Andi Permana","4 bulan lalu",""
"Din Mas","4 bulan lalu","Menyenangkan"
"yulian agung","4 bulan lalu",""
"Moch. Mahfud","4 bulan lalu","cukup bagus"
"Viola Vio","4 bulan lalu",""
"angga putra wijaya","4 bulan lalu",""
"Tarmijie Muhammad","4 bulan lalu",""
"ME","4 bulan lalu","Stroller track available
Lift available"
"liana rohani","4 bulan lalu","Nice place to get a lot of ideas to take pictures, a lot of rides (in park purchase).
The suggestion is to add options of free drinks with cold mineral water because they only provide options of sweet drinks, and its too sweet"
"Tiurma RN Panjaitan","4 bulan lalu","Tempat wisata yg apik , keren .. puas sih recomended 👍 walau termasuk ckp mahal harga2 nya tapi imbang lah dengan sajian wisata nya 😘 …"
"kang kopi","4 bulan lalu","Cocok buat yg demen foto2"
"milda ariyanto","4 bulan lalu","Cape, naik turun, wahana biasa2 sj, tempat ibadah kecil, toilet kecil"
"Mochtar Effendi","4 bulan lalu","Keren tempatnya..."
"Nerwind S","4 bulan lalu",""
"Huang Filipus","4 bulan lalu",""
"Amas Sutisna","4 bulan lalu",""
"agus novalina","4 bulan lalu",""
"MR_PAIJO","4 bulan lalu","Replika dunia lengkap dan penuh warna ya hanya ada di sini, The Great Asia Afrika.
Ini sebanding dengan rasa lelah yang dikurbankan setelah menyusuri jalan naik …"
"Jessie Wills","4 bulan lalu","Bagus, sejuk, nyaman buat jalan-jalan"
"Dwi Nurcahyono","4 bulan lalu","Tempat nya bagus banget..."
"Yudi Prasetyo","4 bulan lalu",""
"Septriny Rohany","4 bulan lalu",""
"D'Sign Dhewe","4 bulan lalu",""
"oerang radjik","4 bulan lalu","tempatnya asik dan nyaman"
"Tiena Krisno","4 bulan lalu",""
"Ariz Hariri","4 bulan lalu",""
"Liana Apriliani","4 bulan lalu",""
"Abdi Satria Kamal","4 bulan lalu",""
"sulaiman","4 bulan lalu","Beatifull"
"Siana Chandra","4 bulan lalu",""
"Agus alfirdaus","4 bulan lalu","Seruu tp capeee😄 …"
"riza Dj30","4 bulan lalu","Tempat nya sejuk bersih dan luas....saat bahagia bersama kekasih tertawa lepas...."
"Linda Setiawati","4 bulan lalu","Taman bermain dengan konsep budaya setiap negara, ada budaya Jepang, India, Korea, Arab, dan lain-lain. Cocok untuk liburan keluarga, atau outing dari sekolah maupun tempat kerja. Aku ke sana sekitar tahun 2020 jadi masih banyak tempat yang …"
"kalyasati malika","4 bulan lalu","Very tiring but beautiful🤩 …"
"Putra Nurhidayat","4 bulan lalu",""
"paramadyka","4 bulan lalu","sightseeing oke, tp tiap wahana bayar lagi."
"Kartika Faiz","4 bulan lalu",""
"Aditya Yuliantika","4 bulan lalu",""
"RUDIAN SYAH RAMADHAN","4 bulan lalu","biaya masuknya berapa yah??"
"Rohmat Hidayat tuloh","4 bulan lalu","Tempat si bagus (kayanya)cmn bayar aja terus sampe ke inti inti nya kirain masuk 50 fasilitas nya udh semua,mana parkir motor aja 10 RB kerja cmn duduk doang kaya pungli aja"
"Adri Arlangga","4 bulan lalu","Biayar parkir gak masuk akal mahal"
"Risky Fajar","4 bulan lalu","Agak kecewa sih karena ternyata tempatnya tidak sesuai ekspektasi.
- Akses keluar masuk terkesan jadi satu.  - Petunjuk akses keluar sangat minim jadinya membingungkan. …"
"Julino Ahin","4 bulan lalu","Untuk viewnya bagus banget ya. Cuman untuk jalan ke satu spot ke spot lainnya lumayan. Apalagi di tempuh dengan jalan kaki..."
"Hendi Yahya","4 bulan lalu","Tempatnya luas, banyak wahana dan spot foto, cocok untuk liburan keluarga atau gathering."
"Firman Hidayat","4 bulan lalu","Baik tapi bukan yang terbaik, hanya cukup untuk foto-foto, selebihnya nanjak dan harga cukup pricy, mungkin di tempat ini 2 - 3 jam sudah puas karena tidak banyak pilihan"
"Andy Dy","4 bulan lalu","Cocok untuk berlibur bersama keluarga."
"L Deny Pratama","4 bulan lalu","perlu diperhatikan lagi kebersihannya, perbanyak tong sampah, karena saat musim liburan bnyak sampah berceceran. …"
"Adel Alsaad","4 bulan lalu",""
"Rifqi Ferdian","4 bulan lalu","Tempatnya bersih. Kemarin datengnya pas pagi jadi ga terlalu ramai orang walaupun akhir pekan"
"Andri BKS","4 bulan lalu",""
"Mohd Damiri","4 bulan lalu","Nice"
"Abdi Ju","4 bulan lalu","Menyenangkan sekali"
"Hari maulana","4 bulan lalu","bagus bersih dan nyaman"
"Indrawan Basuseno","4 bulan lalu","Bawa baby, harus sewa stroller."
"Zainab Ummuarraida","4 bulan lalu","Tempatnya bagus, taman bunganya cantik dan pemandangannya indah"
"Mavra R","4 bulan lalu","Pengalaman yang cukup menyenangkan, tempatnya bagus, seru juga. Karena cukup luas, next harus spare waktu cukup lama buat main-main disini. Untuk naik balik ke atas jg ada liftnya, cuma jangkauan liftnya kurang jauh sih kalo menurutku, …"
"fatima septi","4 bulan lalu","Wisata edukasi murah meriah n menghibur.. Utk ke 3 kalinya sudah tidak sepadat saat awal-awal viral."
"Razbuzz","4 bulan lalu",""
"Nur Aini","4 bulan lalu","Bagus"
"Nadya Hanifah maulida","4 bulan lalu",""
"Ali Yudin","4 bulan lalu",""
"PUTRA TENAYA","4 bulan lalu",""
"Wibi afiantara","4 bulan lalu",""
"Dhini","4 bulan lalu",""
"Nezuko","4 bulan lalu","Bintang 3 aja, -2 karna pelayanan mba-mba kasir SkyRide yang melempar uang kembalian dan tiket skyride patut di tegor :) …"
"Gilang Ramadhan Aprizaldi","4 bulan lalu",""
"Nursalim","4 bulan lalu","Tempat rekreasi, skaligus tempat edukasi. Mengenal icon beberapa negara di asia"
"KING S","4 bulan lalu","Great for kids"
"KS Multicorp pvt Ltd","4 bulan lalu",""
"Libert21","4 bulan lalu",""
"tiong wiam","4 bulan lalu",""
"Prima Mustikasari","4 bulan lalu",""
"Faizah Amran (4 U D C ni)","4 bulan lalu","So many things to do here"
"Raisa ulmi","4 bulan lalu",""
"Mia","4 bulan lalu","Harga tiket 50k/orang, lumayan tapi rata² tiket masuk segituan kan?
Cocok dateng² jam 3 an deh, soalnya tempatnya panas.
Dibilang bagus banget juga engga sih. …"
"THE 1ST BIGGEST BALS","4 bulan lalu","Kamren 👍 …"
"Reka Mardiana","4 bulan lalu",""
"Alice Falix","4 bulan lalu","This place was amazing. My friends and i been here for half days. i like the scenery & i tried everything here. Worth it. Recommended."
"Deden Septiyadi","4 bulan lalu",""
"Dewi Harnum Arini","4 bulan lalu","Tempat yang wajib dikunjungi saat ke Bandung, tempatnya luas dan asri, wajib kuat berjalan karena lumayan jauh jalannya untuk bisa menjelajah semua tempatnya. Kita serasa keliling dunia hanya saat di The Great Asia Africa."
"Yudi Prasetia Alting","4 bulan lalu","View nya keren, untuk lansia dan berkebutuhan khusus disediakan kursi Roda dan tersedia gondola. Turun naik area wisata."
"Welinne Goeqytara","4 bulan lalu",""
"Rofiq Abdul Fattah","4 bulan lalu",""
"Atiek Hendrawati","5 bulan lalu","Bagus tempatnya, buat bakar lemak juga cocok soalnya jalannya extrim tapi keren dan seru, kalau capek ada lift nya berbayar 10rb/org"
"Sofyan Bachrie","5 bulan lalu","Overall good cm opsi di wilayah Afrika nya sgn kurang menarik"
"Rahayu Indra Rahadian","5 bulan lalu",""
"Jantho Tjandra","5 bulan lalu",""
"dewi chairiah","5 bulan lalu",""
"Ahmad Suhendi","5 bulan lalu","Sejuk dan nyaman"
"AL AZKA","5 bulan lalu",""
"nurzaman art's","5 bulan lalu",""
"Rofiq Abdul fattah","5 bulan lalu",""
"Arif Maulana. Amk","5 bulan lalu",""
"Antony Ferdinan","5 bulan lalu",""
"群方","5 bulan lalu","Setelah masuk, Anda bisa melihat lansekap gaya Korea
Ada juga lansekap di Thailand dan Jepang
Disarankan untuk tidak berlama-lama di atas sana …"
"Bas Nah","5 bulan lalu",""
"Jumiati Jumiati","5 bulan lalu",""
"SOEL Listyana","5 bulan lalu",""
"Deni Yanuar Fajri","5 bulan lalu",""
"Siti Aisyah","5 bulan lalu",""
"Gensadita Pahlezi","5 bulan lalu",""
"Sonia Agnes","5 bulan lalu",""
"Samyo Anton sumito","5 bulan lalu","B aja..gak ada yg menarik..menurut saya.."
"Nuryati","5 bulan lalu",""
"aldiki raka","5 bulan lalu",""
"Riangga Rachmananta","5 bulan lalu","Spot foto yang banyak dgn view negara2 Asia Afrika , kostum2 bisa disewa , jalan2 start dari pintu masuk hingga pintu keluar lumayan olahraga nih , buat lansia baiknya didampingi"
"Elnovani Lusiana","5 bulan lalu",""
"Fransiskus","5 bulan lalu",""
"Mahar udin","5 bulan lalu","Tempat bersih, nyaman...
Harga makanan n minuman terjangkau"
"queena sudickyo","5 bulan lalu","banyak bnget tempat spot foto, bisa menyew bajuu yang lucu lucu"
"Agus Poernomo","5 bulan lalu","Tempat wisata yang cukup unik, karena menampilkan bangunan dari beberapa negara Asia Afrika. Bila berkunjung ke sini siang hari cukup terik saat melewati jembatannya, disarankan untuk menaiki gondola"
"Muchamad Aji","5 bulan lalu",""
"Marina Silvia","5 bulan lalu",""
"Tenga Kese","5 bulan lalu",""
"Pay Nadilza","5 bulan lalu","Sebagian keindahan negara di benua asia Afrika"
"Winda Pratiwi","5 bulan lalu","Cocok buat liburan bareng keluarga."
"Andri Felani","5 bulan lalu",""
"indah pratiwi","5 bulan lalu","Tempat wisata edukasi, karena kita bisa mengenal budaya, makanan khan dan pakaian dari banyak negara."
"Ferri Ardigdoyo","5 bulan lalu",""
"Irene Honey","5 bulan lalu","Pergi ke sini sebenarnya tanpa direncanakan,tapi karena penasaran jadilah mampir,berdua saja sama anak saya. Pas masuk pertama langsung disambut lagi lagu Indonesia Timur yg bikin bergoyang. …"
"endang prihandini","5 bulan lalu","Tempet rekraesi yg bagus, instagramable buat foto foto.
Gk jauh dari pusat kota.
Layanan juga bagus krn bisa minta tlg fotoin sm penjaga nya.
Tempat parkir mobil jg gampang."
"Adrian J Nyaoi","5 bulan lalu",""
"Toto Widjaya","5 bulan lalu",""
"XMarvel Wendhy","5 bulan lalu","Lumayan"
"yudi budiawan","5 bulan lalu",""
"Harry Kurnianto","5 bulan lalu",""
"MUHAMAD RAMDANI","5 bulan lalu","Dingin dan penuh sesak"
"Euis Atikah","5 bulan lalu",""
"Fajri Rachman","5 bulan lalu",""
"Al Ruzaiq22i","5 bulan lalu","Salah satu tempat terindah, tapi andai saja mereka memperhatikan semua kota"
"Trekah SmitaIHT","5 bulan lalu","Seru"
"Iqbal Alhamid","5 bulan lalu",""
"sabari xbr","5 bulan lalu",""
"Kartika Arinda","5 bulan lalu","Tempat wisatanya keren"
"ratna widya","5 bulan lalu","Kemarin pas datang ke sana cuacanya baru panas terik, mungkin lain kalai bisa berkunjung waktu pagi atau sore.  Karena jalannya naik turun kebanyalan orang2 tua kesulitan terutama yg menggunakan kursi roda. Tapi disediakan jg lift (membayar …"
"Ervanto Prasetyo","5 bulan lalu",""
"Aditia Putra Kurniawan","5 bulan lalu","Enak buat jln2 isinya miniatur negara asia n afrika"
"yaaqub kenkar","5 bulan lalu",""
"Aguk Indra","5 bulan lalu",""
"LTD_ Official","5 bulan lalu",""
"Aisyah Amin","5 bulan lalu",""
"Eka Putri","5 bulan lalu","Bagus, luas banget sampe capek jalan 🤭
Ga nyesel sih tapi kesana,
Banyak spot foto keren, cocok buat menuhin stok foto 😁 …"
"ahmad T","5 bulan lalu",""
"Farid Inter","5 bulan lalu","Keren, luas banget"
"vika veranika","5 bulan lalu",""
"WillWay","5 bulan lalu","Great place to take pics, but very hot during the afternoon and a long walk back up to the entrance."
"Maria Jenessa","5 bulan lalu",""
"Harry Hendrawan","5 bulan lalu","Tempatnya bagus"
"Saiful Saad","5 bulan lalu",""
"Ayu Sandranisa","5 bulan lalu","Saran sebelum masuk makan dulu krn dilarang bawa makan dari luar.
Tempatnya nyaman, ada musholla, bagi lansia atau yg tidak kuat jalan jauh bisa naik gondola. …"
"reival vabianwar","5 bulan lalu","Sosisnya enak banget saya masih kebayang rasanya"
"Toni Saputra","5 bulan lalu",""
"Bobialexander Perdana","5 bulan lalu","Bagus dan bersih, baiknya makan terlebih dahulu diluar. Soalnya makanan di dalam harganya mahal 👍 …"
"Anjay Kidil","5 bulan lalu",""
"Gina Oxavia","5 bulan lalu",""
"Siska Natalia Fenesia","5 bulan lalu",""
"Ivan Muhammad Ihsan Izetbegovic","5 bulan lalu","sangat sangat seruu, perlu di luaskan lagi dan tambah wahana dan ditambah menu makanan2nya"
"Zams Bond","5 bulan lalu",""
"Alfazi Azi","5 bulan lalu",""
"Muhammad Rifqi Zafran","5 bulan lalu",""
"Solehudi","5 bulan lalu",""
"Yeni Rahmawati","5 bulan lalu","Dapat potongan harga tiket masuk krn ke Bandung naik Whoosh"
"Erfan M Rahmawan","5 bulan lalu","parkir motor 10 rebu didalem, aji mumpung"
"eko nawantoro","5 bulan lalu","Jas merah. Jangan se-kali² meninggalkan sejarah."
"Candra Cadelora Dwipayana","5 bulan lalu","Cocok untuk berfoto foto"
"Ali Hudin","5 bulan lalu",""
"Kami Hari Basuki","5 bulan lalu","Cukup menarik, tp keliatan kurang terawat"
"Sakuma Reha","5 bulan lalu",""
"Herfin Agustin","5 bulan lalu",""
"Firman Fin","5 bulan lalu","Tempat wisata yang lumayan terkenal di lembang, konsepnya miniatur negara2 asia Africa gitu, recommended banget bagi yang suka foto, persiapkan fisik juga karena jalannya lumayan jauh ya.."
"Muhammad Rizal","5 bulan lalu","Bagus untuk foto foto.. View nya dan udara juga enak.."
"Wahyu Widi Andini","5 bulan lalu","Standar tempat wisata bnyk tambahan biaya untuk setiap wahana. Pemandangan bagus, secara subjektif Bukan untuk kunjungan berulang."
"Aris Santoso","5 bulan lalu","Agak laen emang tempat wisata yang satu ini, dalam artian yang positif ya, konteksnya adalah show off budaya / khas dari berbagai negara khususnya Asia dan Afrika, ada spot negara Korea, Jepang, India, dll. Yaaa sesuai dengan namanya lah …"
"Tuti Sumiati","5 bulan lalu",""
"Mas Deru Prabawa","5 bulan lalu",""
"PTDella Anugrahmandiri","5 bulan lalu",""
"agus noor Ihsan","5 bulan lalu","Luas dan indah."
"Dafa Hariri","5 bulan lalu","Tempatnya bagus recoment lebih dari beberapa kali saya berkunjung bersama keluarga atau pun bawa tiris manca negara ..tapi yg aneh kenapa siakang yg jaga tiket nya loket satu jutek ya udah gitu kang kalo jutek jutek aja ngak usah pake ngomong yg ngak enak jg .."
"catur lina","6 bulan lalu","Tempat wisata yang educatif"
"Novira Luqyana Zubaeda","6 bulan lalu","Jangan lupa untuk mampir ke wisata ini termasuk wisata yang memberikan kesan yang lumayan bagus Karena terlihat view yang menarik dengan bagunan beberapa negara yang dibangun diarea tebing 🤗 …"
"주재만","6 bulan lalu","Jangan pergi"
"M Samsul Maarif","6 bulan lalu",""
"Najah Rahmatika Nuzula","6 bulan lalu",""
"Pratiwi P","6 bulan lalu","Cocok untuk liburan keluarga"
"Pingin Tahu","6 bulan lalu","Buat hiking pagi enak"
"Putri Melati","6 bulan lalu","Sangat oke untuk orang yg sehat, untuk yang sakit kaki atau lutut tidak rekomen."
"DB TRANSPORT Office","6 bulan lalu",""
"Andri Kobin","6 bulan lalu","Wisata ni jangan lupa di rawat
Klo cat catnya pudar di kasih warna lagi...dan didlm kasih perubahan lagi"
"Wandi Sukoco","6 bulan lalu","Cocok buat liburan keluarga"
"DebayDeboy","6 bulan lalu",""
"andi dwi sentanu","6 bulan lalu","Bagus😎 …"
"Sukma Arif Wibowo","6 bulan lalu",""
"Abdul-Malik M","6 bulan lalu","Indah dan manis, tapi jangan pergi ke sana kecuali cuaca mendung atau hujan"
"OMN","6 bulan lalu",""
"gayuh siska","6 bulan lalu","bagus"
"Ratih Kusumo Wardani","6 bulan lalu","Bagus, resik, banyak tumbuh""an, dan pemandangan dari atas indah."
"Vallent","6 bulan lalu",""
"Pegi Saputra","6 bulan lalu",""
"evy montolalu","6 bulan lalu",""
"Artistika","6 bulan lalu","Ternyata lokasi nya jauh turun kebawah, emang jalannya rata tapi tidak difabel friendly, lumayan tiket bisa dituker minuman atau sosis."
"Silvy nurul Aprilia","6 bulan lalu","Costumer servicenya bilang melalui whatsapp ada miniatur kereta, ternyata pas sudah sampai sana sudah tidak beroperasi, customer servicenya bohong, udah komplain ke customer servicenya melalui whatsapp juga eh ga dibales, jangan tanya customer servicenya via whatsapp, TIDAK BISA DIPERCAYA."
"to no","6 bulan lalu",""
"Marno","6 bulan lalu",""
"Reza Fauzi","6 bulan lalu","TEMPAT WISATA PALING BURUK DAN PALING  MAHAL, JUGA BIKIN KAPOK DATANG LAGI KARENA : …"
"Fatimah Zahra","6 bulan lalu",""
"Ramdan Ramdan","6 bulan lalu","Pengalaman dsana saya dibohongi oleh petugas Krn tiket saya untuk tuker welcome drink di korupsi 1 tiket,,padahal saya beli tiket 4 dikembalikan jadi 3 itu pun setelah saya minta tiketnya Krn petugas TDk memberitahu juga klo tiket bisa d …"
"Mediana Darmawanto","6 bulan lalu",""
"hendra anggara","6 bulan lalu","kecewa dengan pelayanan petugas pemeriksa tiket, tiket ternyata bisa ditukar dengan minuman tapi ketika masuk ke area malah di ambil, setelah lihat papan ada tulisan penukaran voucher akhirnya kita balik lagi untuk ambil tiketnya. pas di …"
"augustinus agus","6 bulan lalu",""
"yulianto yulianto","6 bulan lalu",""
"Sindy Risma","6 bulan lalu",""
"aruslin purba","6 bulan lalu","Sebenarnya suasana dan spot foto luar biasa...tetapi jalan pulang luar biasa capek....seharusnya dibuat jalan keluar tersendiri..."
"Aisha Resmi Putri","6 bulan lalu",""
"Petualang Dua Roda","6 bulan lalu","Informasi yang ditampilkan di papan informasi tidak akurat. Masjid Shah yang ditampilkan adalah gambar Masjid Shah Alam di Selangor, Malaysia dan gambar Masjid Bagdad yang ditampilkan adalah Masjid Putrajaya, Malaysia. Ironisnya, tidak ada papan informasi Malaysia yang ditahan."
"Chandra Setyawan","6 bulan lalu",""
"Meylan","6 bulan lalu","Lumayan unik tp masih banyak anjungan yg kurang terurus"
"Dodi Safutra","6 bulan lalu",""
"Gani Kurniawan","6 bulan lalu","The Great Asia Afrika Lembang pertama kali di buka perry tristianto selaku pemilik the great asia afrika lembang bandung pada akhir tahun 2019, antusiasme para wisatawan yang penasaran apa saja hal menarik yang ditawarkan destinasi wisata …"
"Zein Gaharock","6 bulan lalu",""
"Lujain Habiballah","6 bulan lalu","Tempat ini bukanlah tempat yang dipuji orang.   Itu tidak sepadan dan beberapa tempat hampir kosong"
"Dhante Adhitama","6 bulan lalu",""
"Pranowo Adi","6 bulan lalu","Ada gondola dengan modifikasi branded lift, dengan di topang baja seling yang memadai jadi menurut saya cukup aman. …"
"Deinar","6 bulan lalu","Luas..bagus..menarik"
"AVINZA","6 bulan lalu",""
"gaus bironk","6 bulan lalu","Menikmati alam yang nyata 👍👍👌 …"
"Ida","6 bulan lalu",""
"Rahayuning N. Trisnawati","6 bulan lalu",""
"Teresa Agnes","6 bulan lalu","tempatnya bagus, menunjukan miniatur negara negara, ada tempat bermain untuk anak, terapi ikan dan memberi makan ikan, ada tempat makan juga dan kita dapat minum gratis"
"ridwan yanwardi","6 bulan lalu",""
"Danang Mahendra Prayitno","6 bulan lalu",""
"Rizal Team","6 bulan lalu","Lumayan jalan naiknya kalau pas lagi gondolanya dalam perbaikan"
"Ramadi Winarno","6 bulan lalu","Mantap pokoknya"
"mira hamisa","6 bulan lalu",""
"Anisya Rachmawati","6 bulan lalu","Htm 50rb nanti bisa di tuker minuman, luas, kalo yg gk kuat jalan dr masuk sampe ke bawah ada gondola byr 10rb sekali naik. Tp tetep mau ke wahana sky ride jalan lagi. Skyride 30rb 1org. Ambil foto 10rb 1 foto. Kalo mau di borong ambil semua byr 20rb 1org. Cape sih. Tp pemandangannya bagus. Banyak spot foto."
"Medina","6 bulan lalu","Menurutku G begitu wow,mungkin karena bukan weekend jd pengunjung cuma sedikit,warung2nya jg byk yg tutup"
"Mohammad Arridho Nur Amin","6 bulan lalu","Cukup bagus namun beberapa spot agak kotor dan berdebu"
"Obet Mekel","6 bulan lalu",""
"Sami Alelwani","6 bulan lalu","Tempat yang sangat indah dan istimewa. Jika Anda suka mengambil foto, ini adalah tempat yang tepat untuk itu"
"siti muslimah","6 bulan lalu","Tempatnya bagus, luas, nyaman, banyak pusat oleh""....utk mushola bagus, tp kurang rekomended utk lansia yg notabene harus naik turun tangga"
"Syakila Arum","6 bulan lalu",""
"tanti rahayu ismutara","6 bulan lalu","Puas jln jln sampe ngos ngosan,bagaikan keliling dunia beneran apalagi bisa sewa baju
Jajanan sangat komplit dan beragam …"
"Fitriyana Aceng Suhaya","6 bulan lalu",""
"Umi Yani","6 bulan lalu",""
"lenny razlan","6 bulan lalu","A lot of walk down hill, but a very beautiful place to visit with your children. Don't worry, there's a lift to carry you up after a long walk. Great place to take pictures"
"Denmas Hanavi","6 bulan lalu",""
"Asni","6 bulan lalu",""
"Rian Ay","6 bulan lalu","Sangat memuaskan"
"Apri Rinaldi","6 bulan lalu",""
"Devi Dwisusanto","6 bulan lalu","Bagussss bgt.. Cocok buat kamu yg hobby brfoto, atau yg hobby ngvlog"
"Irna Wati","6 bulan lalu","Tempat yang bagus..
Mantaaaaapp👍 …"
"Nopie Yanah","6 bulan lalu",""
"Iwan Prihana","6 bulan lalu","Keren"
"Diana Putri J.A","6 bulan lalu",""
"suci pratiwi","6 bulan lalu","Tempat sangat sejuk karena menyatu dengan alam meskipun datang siang hari terasa panas namun tetap sejuk"
"Djika ini","6 bulan lalu","Bagus, cukup menarik untuk wisata dan edukasi.."
"Rezky Ikhwan","6 bulan lalu",""
"rianydha tanamas","6 bulan lalu","Harga tiket masuk 50.000 dapat di tukar minuman atau sosis. Tempatnya luas tapi area foto bagian negara cina dan afrika kurang banyak dan tidak beragam. Areanya berupa turunan menuruni bukit, jika kembali ke tempat keluar sedikit melelahkan …"
"dean mardiansyah","6 bulan lalu","berlokasi di daerah lembang,bandung, Jawa Barat.. lokasi eduwisata yang cukup menarik untuk memberikan ilmu pengetahuan dengan cara yang menarik, cukup Rp 50.000 anda bisa menikmati semua lokasi miniatur ikon terkenal dunia,di beberapa spot …"
"Rembs","6 bulan lalu",""
"Ria Andrean","6 bulan lalu",""
"Nabilla Meylani Rahmania","6 bulan lalu",""
"irene mcl","6 bulan lalu",""
"Indri PS","6 bulan lalu","Cocok untuk orang dewasa, yg sepuh tertolong adanya lift dan gondola"
"Edi Edi","6 bulan lalu",""
"didin sha","6 bulan lalu",""
"Wiwi Suryani","6 bulan lalu","Masyaallah indahnya"
"Khalid Suteeh","6 bulan lalu","Bosan dengan perjalanan dengan bukit dan perosotan"
"Dana Maharani","6 bulan lalu","Banyak spot foto yang sangat menarik, tiket masuknya pun bisa ditukar dengan minuman segar"
"Ai Kurniawaty","6 bulan lalu",""
"M Mudrik","6 bulan lalu","Bagus luas"
"Rizki Maulana","6 bulan lalu",""
"Saskia Maharani","6 bulan lalu","Sukaa banget sama tempat nya kalo pulang ke bandung pasti selalu mampir kesini,mengobati rindu karena belum bisa holiday ke luar negeri so liburan nya ke great asia Africa ajaa,karenaaa bener bener kaya lagi di luar negeri ada nuansa …"
"Saepul Hidayat","6 bulan lalu",""
"Agus ISC COM (Ibing)","6 bulan lalu","Seru banget, bisa berkunjung ke berbagai negara😀 …"
"Super Man","6 bulan lalu","Tempat rekteasi paa untuk keluarga terdapat banyak  aneka bangunan  dari asia sampai afrika"
"Raden Raden","6 bulan lalu","Tempatnya bagus, parkir motor 10 rb ga ada tiket parkir. Tempat wisata lainnya 5 rb ada tiket parkir"
"Nur rochmat wijanarko","6 bulan lalu","Kalau mau kesini bawa anak kecil agar tidak bosan"
"Shela Marlina","6 bulan lalu","Tempatnya bagus banyak spot untuk foto2nyaa❤️❤️"
"Elza Boenyati Z","6 bulan lalu","Tempat wisata yang sangat luas, perlu seharian penuh untuk eksplorasi semua area. Banyak spot foto foto. Beberapa wahana, antara lain Korea, kurang terawat. Untuk pengunjung, disarankan memakai payung atau topi."
"Rizhan Shaq","6 bulan lalu","Ga sebaguss apa yang difoto orang2, jalannya capeeeeeeeee parahhh, ada gondola cuman ngerii, udah gitu parkir motor aja bayar 10 ribu …"
"S","6 bulan lalu",""
"risma primayarti","7 bulan lalu","pembelian tiket melalui admin, sudah bayar dan mengirimkan bukti trf. tp di konfirmasi trf tidak bisa di cek dan baru bisa di cek awal tahun 2025 😂😂 proses refund jg harus menunggu sampai awal tahun 2025. …"
"Widia Anggraeny Suharno","7 bulan lalu",""
"Lana Santika","7 bulan lalu","Parkir 1 mobil 10rb, biaya masuk 50rb/orang.
Lokasi yg menurun butuh tenaga yg extra saat kembali ke atas,tapi tenang, kalo ngga mau capek,pakai gondola saja (10rb/orang),tapi gondolanya ngga bener bener …"
"Wendi Herdian","7 bulan lalu",""
"Teguh Wiryanto","7 bulan lalu","Serasa liburan diluar negeri"
"Eli Yanti","7 bulan lalu",""
"Fip Cipta","7 bulan lalu",""
"Rotua Sinaga","7 bulan lalu","Lumayan Luas juga tempat nya.
Jd gak bisa dikelilingi semua, Capek jalan kaki keliling seluas itu😔😁 …"
"Agung Purwanto","7 bulan lalu","The Great Asia Africa terletak di dataran tinggi Lembang dengan hawa yang cukup sejuk. Pemandangan pegunungan yang terpampang begitu memanjakan mata."
"ANEKA VARIASI","7 bulan lalu",""
"Siswanto Wanto","7 bulan lalu",""
"Dee Yan","7 bulan lalu",""
"Muhammad Ridwan","7 bulan lalu","Menyenangkan"
"niwana dhanis","7 bulan lalu",""
"art m4n","7 bulan lalu","mantap"
"elita tisa","7 bulan lalu",""
"francisca nova","7 bulan lalu",""
"Muhammad Ananda","7 bulan lalu","Tempatnya oke.. Asik..dari atas turun kebawah.. Jalannya ga curam, cuma kalo lagi abis ujan agak licin.. Wahana dibawah banyak, pemandangan asik.. Spot buat anak2 banyak.. Cuma PR ny kalo naik lagi, bisa jadi capek.. Tapi disediakan lift …"
"Artineke Abadi","7 bulan lalu","Bagus untuk liburan anak dan keluarga."
"Agus Rizieq","7 bulan lalu",""
"TB sabro malisi","7 bulan lalu",""
"Dana Zilpa","7 bulan lalu",""
"Zulfa Khoirunnisa (JulpaK)","7 bulan lalu",""
"Andreas Edy Kurniawan","7 bulan lalu",""
"H. WIJOYO","7 bulan lalu","Good place for relax and sport"
